component_code,component_name,file_path,line,text_type,translation_key,english,kiswahili,translated
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,0,component_description,,Rolling weekly summary card.,,no
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,50,label,,Sales,,no
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,44,label,,Stores,,no
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,56,label,,Surveys,,no
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,0,component_name,,Weekly Summary,,no
,,src/components/attendance/WorkHoursCard.tsx,74,label,,= startOfDay && logDate,,no
,,src/components/attendance/WorkHoursCard.tsx,80,label,,= startOfWeek && logDate,,no
,,src/components/attendance/WorkHoursCard.tsx,165,label,,Loading...,,no
,,src/components/attendance/WorkHoursCard.tsx,187,label,,Today,,no
,,src/components/CameraCapture.tsx,426,placeholder,,Add a caption...,,no
,,src/components/CameraCapture.tsx,445,label,,Camera Permission Denied,,no
,,src/components/CameraCapture.tsx,445,heading,,Camera Permission Denied,,no
,,src/components/CameraCapture.tsx,365,toast_title,,Check-in failed,,no
,,src/components/CameraCapture.tsx,352,toast_title,,Error,,no
,,src/components/CameraCapture.tsx,173,error,,Failed to process image overlay. Please try with a smaller image or different format.,,no
,,src/components/CameraCapture.tsx,219,error,,Failed to upload image. Please check your connection and try again.,,no
,,src/components/CameraCapture.tsx,224,error,,Geolocation not supported by this device,,no
,,src/components/CameraCapture.tsx,328,toast_description,,Image saved on device — upload from Reports when ready,,no
,,src/components/CameraCapture.tsx,355,toast_description,,Image uploaded successfully with agent details,,no
,,src/components/CameraCapture.tsx,155,error,,Not authenticated,,no
,,src/components/CameraCapture.tsx,396,label,,Open Camera,,no
,,src/components/CameraCapture.tsx,328,toast_title,,Photo captured,,no
,,src/components/CameraCapture.tsx,421,alt,,Preview,,no
,,src/components/CameraCapture.tsx,429,label,,Skip,,no
,,src/components/CameraCapture.tsx,429,button,,Skip,,no
,,src/components/CameraCapture.tsx,350,toast_title,,Success,,no
,,src/components/dashboard/PerformanceCards.tsx,48,label,,Completed,,no
,,src/components/dashboard/PerformanceCards.tsx,21,label,,Performance,,no
,,src/components/dashboard/PerformanceCards.tsx,21,heading,,Performance,,no
,,src/components/dashboard/PerformanceCards.tsx,66,label,,Sales Target,,no
,,src/components/dashboard/PerformanceCards.tsx,50,label,,Surveys Completed,,no
,,src/components/dashboard/PerformanceCards.tsx,34,label,,Tasks for Today,,no
,,src/components/dashboard/PerformanceCards.tsx,32,label,,Today,,no
,,src/components/DistanceDebugger.tsx,217,label,,= 400 && calculatedDistance,,no
,,src/components/DistanceDebugger.tsx,208,label,,Analysis:,,no
,,src/components/DistanceDebugger.tsx,208,heading,,Analysis:,,no
,,src/components/DistanceDebugger.tsx,15,name,,Cleanshelf Langata,,no
,,src/components/DistanceDebugger.tsx,210,label,,Expected Range: 400-600m,,no
,,src/components/DistanceDebugger.tsx,190,label,,Google Maps API Result:,,no
,,src/components/DistanceDebugger.tsx,190,heading,,Google Maps API Result:,,no
,,src/components/DistanceDebugger.tsx,179,label,,Haversine Formula Result:,,no
,,src/components/DistanceDebugger.tsx,179,heading,,Haversine Formula Result:,,no
,,src/components/DistanceDebugger.tsx,137,label,,Latitude,,no
,,src/components/DistanceDebugger.tsx,146,label,,Longitude,,no
,,src/components/DistanceDebugger.tsx,119,label,,Target Location (Cleanshelf Langata),,no
,,src/components/DistanceDebugger.tsx,134,label,,Your Device Location,,no
,,src/components/GoogleMapsStatus.tsx,25,label,,API Key Status:,,no
,,src/components/GoogleMapsStatus.tsx,45,label,,API Key:,,no
,,src/components/GoogleMapsStatus.tsx,70,label,,Distance Calculation Active,,no
,,src/components/GoogleMapsStatus.tsx,56,label,,Google Maps API Key Required,,no
,,src/components/GoogleMapsStatus.tsx,58,label,,VITE_GOOGLE_MAPS_API_KEY,,no
,,src/components/ImageCaptionInput.tsx,15,placeholder,,Add a caption...,,no
,,src/components/InviteAgentDialog.tsx,130,label,,Agent,,no
,,src/components/InviteAgentDialog.tsx,106,placeholder,,agent@example.com,,no
,,src/components/InviteAgentDialog.tsx,113,label,,Display Name,,no
,,src/components/InviteAgentDialog.tsx,102,label,,Email Address *,,no
,,src/components/InviteAgentDialog.tsx,30,toast_title,,Email required,,no
,,src/components/InviteAgentDialog.tsx,79,toast_title,,Error,,no
,,src/components/InviteAgentDialog.tsx,67,toast_title,,Invitation sent!,,no
,,src/components/InviteAgentDialog.tsx,117,placeholder,,John Doe,,no
,,src/components/InviteAgentDialog.tsx,39,toast_title,,No workspace selected,,no
,,src/components/InviteAgentDialog.tsx,31,toast_description,,Please enter an email address,,no
,,src/components/InviteAgentDialog.tsx,40,toast_description,,Please select a workspace first,,no
,,src/components/InviteAgentDialog.tsx,124,label,,Role,,no
,,src/components/InviteAgentDialog.tsx,131,label,,Supervisor,,no
,,src/components/PermissionGuidance.tsx,183,label,,To re-enable:,,no
,,src/components/PermissionRequestDialog.tsx,48,label,,? Need to ask,,no
,,src/components/PermissionRequestDialog.tsx,44,label,,✓ Granted,,no
,,src/components/PermissionRequestDialog.tsx,46,label,,✗ Denied,,no
,,src/components/PermissionRequestDialog.tsx,102,label,,Permissions Required,,no
,,src/components/PermissionRequestDialog.tsx,50,label,,Unknown,,no
,,src/components/profile/DailySummaryCard.tsx,69,label,,Giveaways,,no
,,src/components/profile/DailySummaryCard.tsx,52,label,,Sales Made,,no
,,src/components/profile/DailySummaryCard.tsx,45,label,,Stores Added,,no
,,src/components/profile/DailySummaryCard.tsx,62,label,,Surveys Done,,no
,,src/components/profile/DailySummaryCard.tsx,81,label,,worked today,,no
,,src/components/RecordingIndicator.tsx,25,label,,Recording,,no
,,src/components/RouteErrorBoundary.tsx,34,label,,Page failed to load,,no
,,src/components/RouteErrorBoundary.tsx,34,heading,,Page failed to load,,no
,,src/components/RouteErrorBoundary.tsx,38,label,,Refresh app,,no
,,src/components/RouteErrorBoundary.tsx,38,button,,Refresh app,,no
,,src/components/StoreCoordinateChecker.tsx,129,label,,Check the browser console for detailed coordinate analysis,,no
,,src/components/StoreCoordinateChecker.tsx,128,label,,"Click ""Debug coordinates in console"" for any store",,no
,,src/components/StoreCoordinateChecker.tsx,126,label,,Instructions:,,no
,,src/components/StoreCoordinateChecker.tsx,94,label,,Latitude:,,no
,,src/components/StoreCoordinateChecker.tsx,66,label,,Loading stores...,,no
,,src/components/StoreCoordinateChecker.tsx,98,label,,Longitude:,,no
,,src/components/StoreCoordinateChecker.tsx,130,label,,Look for any coordinate discrepancies or precision issues,,no
,,src/components/supervisor/MobileFeedbackTab.tsx,92,label,,No feedback found,,no
,,src/components/supervisor/MobileFeedbackTab.tsx,76,placeholder,,Search feedback...,,no
,,src/components/supervisor/MobileGalleryTab.tsx,115,alt,,Full size,,no
,,src/components/supervisor/MobileGalleryTab.tsx,79,label,,No photos found,,no
,,src/components/supervisor/MobileGalleryTab.tsx,68,label,,Photo Gallery,,no
,,src/components/supervisor/MobileRankingsTab.tsx,117,label,,No agents found,,no
,,src/components/supervisor/MobileRankingsTab.tsx,101,placeholder,,Search agents...,,no
,,src/components/supervisor/MobileSalesTab.tsx,142,label,,No sales found,,no
,,src/components/supervisor/MobileSalesTab.tsx,209,label,,Products Purchased,,no
,,src/components/supervisor/MobileSalesTab.tsx,126,placeholder,,Search by customer or product...,,no
,,src/components/supervisor/MobileSalesTab.tsx,200,label,,Total Value,,no
,,src/components/supervisor/MobileSalesTab.tsx,204,label,,Units Sold,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,675,label,,Cancel,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,318,toast_title,,Email updated,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,181,toast_title,,Failed to assign,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,370,toast_title,,Failed to send message,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,314,toast_title,,Failed to update email,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,338,toast_title,,Failed to update team,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,176,toast_title,,Inventory assigned,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,372,toast_title,,Message sent,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,626,label,,No inventory assigned,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,591,label,,No location data,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,419,label,,No members found,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,699,label,,No products available in this workspace,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,567,label,,No team assigned,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,557,label,,No teams available,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,407,placeholder,,Search members...,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,542,label,,Select a team to assign:,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,140,toast_title,,Select at least one product,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,748,button,,setAssignInventoryOpen(false)}>Cancel,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,675,button,,setContactDialogOpen(false)}>Cancel,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,400,label,,Team Members,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,400,heading,,Team Members,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,340,toast_title,,Team updated,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,647,label,,Total Value,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,668,placeholder,,Type your message...,,no
,,src/components/supervisor/MobileWorkspaceMembers.tsx,643,label,,Units Sold,,no
,,src/components/supervisor/TeamManagementDialog.tsx,142,label,,"Create, rename, or remove teams",,no
,,src/components/supervisor/TeamManagementDialog.tsx,89,toast_title,,Error,,no
,,src/components/supervisor/TeamManagementDialog.tsx,148,placeholder,,New team name...,,no
,,src/components/supervisor/TeamManagementDialog.tsx,166,label,,No teams yet. Create one above.,,no
,,src/components/supervisor/TeamManagementDialog.tsx,84,toast_title,,Team created,,no
,,src/components/supervisor/TeamManagementDialog.tsx,124,toast_title,,Team deleted,,no
,,src/components/supervisor/TeamManagementDialog.tsx,104,toast_title,,Team renamed,,no
,,src/components/supervisor/UserCard.tsx,22,label,,Admin,,no
,,src/components/supervisor/UserCard.tsx,24,label,,Member,,no
,,src/components/supervisor/UserCard.tsx,26,label,,Viewer,,no
,,src/components/supervisor/UserDetailSheet.tsx,391,alt,,Check-in selfie,,no
,,src/components/supervisor/UserDetailSheet.tsx,371,label,,Giveaways,,no
,,src/components/supervisor/UserDetailSheet.tsx,375,label,,Interactions,,no
,,src/components/supervisor/UserDetailSheet.tsx,412,label,,No check-in recorded,,no
,,src/components/supervisor/UserDetailSheet.tsx,484,label,,No giveaways today,,no
,,src/components/supervisor/UserDetailSheet.tsx,520,label,,No interactions today,,no
,,src/components/supervisor/UserDetailSheet.tsx,561,label,,No notes today,,no
,,src/components/supervisor/UserDetailSheet.tsx,453,label,,No sales recorded today,,no
,,src/components/supervisor/UserDetailSheet.tsx,367,label,,Sales,,no
,,src/components/SyncIndicator.tsx,61,label,,Sync status,,no
,,src/components/WorkspaceContext.tsx,79,label,,Capwell Instore Activation Active,,no
,,src/components/WorkspaceContext.tsx,62,label,,Project:,,no
,,src/components/WorkspaceContext.tsx,45,label,,Workspace:,,no
,,src/components/WorkspaceSwitcher.tsx,69,label,,Admin,,no
,,src/components/WorkspaceSwitcher.tsx,39,toast_title,,Error,,no
,,src/components/WorkspaceSwitcher.tsx,58,toast_description,,Failed to refresh workspaces,,no
,,src/components/WorkspaceSwitcher.tsx,40,toast_description,,Failed to switch workspace,,no
,,src/components/WorkspaceSwitcher.tsx,71,label,,Member,,no
,,src/components/WorkspaceSwitcher.tsx,83,label,,No workspaces available,,no
,,src/components/WorkspaceSwitcher.tsx,123,title,,Refresh workspaces,,no
,,src/components/WorkspaceSwitcher.tsx,51,toast_title,,Refreshed,,no
,,src/components/WorkspaceSwitcher.tsx,105,placeholder,,Select workspace,,no
,,src/components/WorkspaceSwitcher.tsx,73,label,,Viewer,,no
,,src/components/WorkspaceSwitcher.tsx,34,toast_title,,Workspace Changed,,no
,,src/components/WorkspaceSwitcher.tsx,52,toast_description,,Workspace data updated,,no
,,src/hooks/useAudioRecorder.tsx,133,toast_description,,Could not upload the recording. Please try again.,,no
,,src/hooks/useAudioRecorder.tsx,61,toast_title,,Microphone Access Denied,,no
,,src/hooks/useAudioRecorder.tsx,62,toast_description,,Please allow microphone access to record audio.,,no
,,src/hooks/useAudioRecorder.tsx,10,label,,Promise,,no
,,src/hooks/useAudioRecorder.tsx,132,toast_title,,Upload Failed,,no
,,src/hooks/useAuth.tsx,11,label,,Promise,,no
,,src/hooks/useAuth.tsx,106,error,,useAuth must be used within an AuthProvider,,no
,,src/hooks/useInteractionForm.tsx,88,toast_description,,+10 points earned.,,no
,,src/hooks/useInteractionForm.tsx,25,toast_title,,Authentication Error,,no
,,src/hooks/useInteractionForm.tsx,96,toast_title,,Error,,no
,,src/hooks/useInteractionForm.tsx,97,toast_description,,Failed to log interaction. Please try again.,,no
,,src/hooks/useInteractionForm.tsx,87,toast_title,,Interaction logged successfully!,,no
,,src/hooks/useInteractionForm.tsx,26,toast_description,,Please log in to submit interactions,,no
,,src/hooks/useLanguage.tsx,73,error,,useLanguage must be used within a LanguageProvider,,no
,,src/hooks/usePagination.tsx,25,label,,): UsePaginationReturn,,no
,,src/hooks/usePermissions.tsx,27,label,,Promise,,no
,,src/hooks/useProducts.tsx,61,name,,All Products,,no
,,src/hooks/useSalesForm.tsx,40,toast_title,,Authentication Error,,no
,,src/hooks/useSalesForm.tsx,100,toast_title,,Error,,no
,,src/hooks/useSalesForm.tsx,101,toast_description,,Failed to record sale. Please try again.,,no
,,src/hooks/useSalesForm.tsx,41,toast_description,,Please log in to record sales,,no
,,src/hooks/useSalesForm.tsx,51,toast_description,,Please select a workspace first,,no
,,src/hooks/useSalesForm.tsx,50,toast_title,,Workspace Required,,no
,,src/hooks/useSync.tsx,25,label,,Promise,,no
,,src/hooks/useSync.tsx,152,error,,useSync must be used within SyncProvider,,no
,,src/hooks/useWorkspace.tsx,13,label,,Promise,,no
,,src/hooks/useWorkspace.tsx,138,error,,useWorkspace must be used within a WorkspaceProvider,,no
,,src/pages/Activity.tsx,206,label,,Activity Feed,,no
,,src/pages/Activity.tsx,206,heading,,Activity Feed,,no
,,src/pages/Activity.tsx,170,toast_title,,Error,,no
,,src/pages/Activity.tsx,171,toast_description,,Failed to load activities,,no
,,src/pages/Activity.tsx,282,label,,No activities found,,no
,,src/pages/Activity.tsx,207,label,,Real-time agent activities,,no
,,src/pages/DebugKit.tsx,258,label,,Accuracy:,,no
,,src/pages/DebugKit.tsx,268,label,,Calculate Distance to Store,,no
,,src/pages/DebugKit.tsx,275,placeholder,,Choose a store,,no
,,src/pages/DebugKit.tsx,243,label,,Current Location:,,no
,,src/pages/DebugKit.tsx,334,title,,Debug Camera Test,,no
,,src/pages/DebugKit.tsx,167,label,,Debug Kit,,no
,,src/pages/DebugKit.tsx,167,heading,,Debug Kit,,no
,,src/pages/DebugKit.tsx,290,label,,Distance to Store:,,no
,,src/pages/DebugKit.tsx,310,label,,Getting location...,,no
,,src/pages/DebugKit.tsx,246,label,,Latitude:,,no
,,src/pages/DebugKit.tsx,250,label,,Longitude:,,no
,,src/pages/DebugKit.tsx,214,label,,Recorded Audio:,,no
,,src/pages/DebugKit.tsx,254,label,,Rounded (1dp):,,no
,,src/pages/DebugKit.tsx,272,label,,Select Store:,,no
,,src/pages/DebugKit.tsx,179,label,,Test camera capture functionality,,no
,,src/pages/DebugKit.tsx,168,label,,"Test device capabilities: camera, microphone, and location",,no
,,src/pages/DebugKit.tsx,228,label,,Test geolocation functionality,,no
,,src/pages/DebugKit.tsx,196,label,,Test microphone and audio recording,,no
,,src/pages/Documentation.tsx,172,label,,"Access guides, resources, and support materials",,no
,,src/pages/Documentation.tsx,18,title,,Agent Onboarding Guide,,no
,,src/pages/Documentation.tsx,57,faq_answer,,"Check your microphone permissions in Settings. If issues persist, contact support.",,no
,,src/pages/Documentation.tsx,31,title,,Customer Interaction Guidelines,,no
,,src/pages/Documentation.tsx,169,label,,Documentation,,no
,,src/pages/Documentation.tsx,169,heading,,Documentation,,no
,,src/pages/Documentation.tsx,225,label,,FAQs,,no
,,src/pages/Documentation.tsx,225,heading,,FAQs,,no
,,src/pages/Documentation.tsx,20,title,,First Day Checklist,,no
,,src/pages/Documentation.tsx,139,label,,Frequently Asked Questions,,no
,,src/pages/Documentation.tsx,139,heading,,Frequently Asked Questions,,no
,,src/pages/Documentation.tsx,14,title,,Getting Started Guides,,no
,,src/pages/Documentation.tsx,61,faq_question,,How are points calculated?,,no
,,src/pages/Documentation.tsx,51,faq_question,,How do I start a new survey?,,no
,,src/pages/Documentation.tsx,29,title,,How to Conduct a Survey,,no
,,src/pages/Documentation.tsx,25,title,,How-To Guides,,no
,,src/pages/Documentation.tsx,42,title,,LED Product Catalog,,no
,,src/pages/Documentation.tsx,19,title,,Mobile App Basics,,no
,,src/pages/Documentation.tsx,52,faq_answer,,Navigate to the Surveys page and tap 'Start Survey'. Select your survey template and begin.,,no
,,src/pages/Documentation.tsx,62,faq_answer,,"Points are awarded based on activity type: Sales (25pts), Surveys (15pts), Giveaways (8pts), Interactions (10pts).",,no
,,src/pages/Documentation.tsx,43,title,,Pricing Guide 2024,,no
,,src/pages/Documentation.tsx,37,title,,Product Catalogs,,no
,,src/pages/Documentation.tsx,30,title,,Recording Best Practices,,no
,,src/pages/Documentation.tsx,180,placeholder,,Search documentation...,,no
,,src/pages/Documentation.tsx,41,title,,Solar Panel Specifications,,no
,,src/pages/Documentation.tsx,32,title,,Troubleshooting Guide,,no
,,src/pages/Documentation.tsx,56,faq_question,,What if I can't record audio?,,no
,,src/pages/Index.tsx,9,label,,Start building your amazing project here!,,no
,,src/pages/Index.tsx,8,label,,Welcome to Your Blank App,,no
,,src/pages/Index.tsx,8,heading,,Welcome to Your Blank App,,no
,,src/pages/Login.tsx,92,toast_title,,Account not found,,no
,,src/pages/Login.tsx,200,toast_description,,An unexpected error occurred.,,no
,,src/pages/Login.tsx,125,toast_description,,An unexpected error occurred. Please try again.,,no
,,src/pages/Login.tsx,194,toast_description,,Check your email for a new 6-digit code.,,no
,,src/pages/Login.tsx,119,toast_description,,Check your email for the 6-digit code.,,no
,,src/pages/Login.tsx,193,toast_title,,Code resent!,,no
,,src/pages/Login.tsx,118,toast_title,,Code sent!,,no
,,src/pages/Login.tsx,295,label,,Email address,,no
,,src/pages/Login.tsx,65,toast_title,,Email required,,no
,,src/pages/Login.tsx,216,label,,Enter verification code,,no
,,src/pages/Login.tsx,299,placeholder,,Enter your email,,no
,,src/pages/Login.tsx,81,toast_title,,Error,,no
,,src/pages/Login.tsx,186,toast_title,,Failed to resend,,no
,,src/pages/Login.tsx,333,toast_title,,Google sign in failed,,no
,,src/pages/Login.tsx,136,toast_title,,Invalid code,,no
,,src/pages/Login.tsx,321,label,,Or continue with,,no
,,src/pages/Login.tsx,93,toast_description,,Please contact your administrator.,,no
,,src/pages/Login.tsx,137,toast_description,,Please enter the full 6-digit code.,,no
,,src/pages/Login.tsx,66,toast_description,,Please enter your email address.,,no
,,src/pages/Login.tsx,110,toast_title,,Sign in failed,,no
,,src/pages/Login.tsx,279,alt,,TraKKiT Logo,,no
,,src/pages/Login.tsx,82,toast_description,,Unable to verify account. Please try again.,,no
,,src/pages/Login.tsx,155,toast_title,,Verification failed,,no
,,src/pages/Login.tsx,281,label,,Welcome back,,no
,,src/pages/NotFound.tsx,16,label,,Oops! Page not found,,no
,,src/services/googleMapsService.ts,62,error,,Google Maps API key is not configured,,no
,,src/services/googleMapsService.ts,99,error,,No route found between the specified locations,,no
,,src/services/offline/backgroundSync.ts,9,label,,Promise,,no
,,src/services/offline/indexedDb.ts,59,label,,"(storeName: string, key: IDBValidKey): Promise",,no
,,src/services/offline/indexedDb.ts,79,label,,"(storeName: string, value: T): Promise",,no
,,src/services/offline/indexedDb.ts,69,label,,(storeName: string): Promise,,no
,,src/services/offline/syncHandlers.ts,120,error,,Not authenticated,,no
,,src/services/workspaceService.ts,291,label,,", this.currentWorkspaceLabel,",,no
,,src/services/workspaceService.ts,402,error,,No workspace selected. Please select a workspace first.,,no
